,Height_rate
IL401,-0.2567398883020125
IL402,-0.32909315334060785
IL403,-0.3162917411135313
IL404,0.11149793220565452
IL405,0.08742192541022563
IL406,0.15806507177731283
IL407,0.053501029294199115
IL408,-0.35209542218459794
IL409,0.056039888467044344
IL410,0.15213303954105573
IL411,0.04225695058156004
IL412,0.08400357083708328
IL413,0.03381841508415715
IL414,0.04319607343167963
IL415,-0.0820251687667277
IL416,-0.020803410141149236
IL417,-0.04905287773168871
IL418,0.08328446208597877
IL419,0.001213912386782022
IL420,-0.07757400960320375
IL421,-0.12884127497217007
IL422,0.033519838106409544
IL423,0.11401040366441217
IL424,-0.08975315174877971
IL425,0.061728052294238625
IL426,-0.03458856377840442
IL427,0.07219444892169767
IL428,-0.13030517676501618
IL429,-0.45487879605820825
IL430,0.06442451416970577
IL431,0.05917668533738235
IL432,0.05259056920252957
IL433,0.2404647326318823
IL434,-0.009232772801694593
IL435,0.03209615919895041
IL436,0.11105116616082118
IL437,0.49768027357624056
IL438,0.14915364114813048
IL439,-0.07678028037492768
IL440,-0.09267780839403568
IL441,0.16866500751589414
IL442,0.009957503120538749
IL443,0.1037101740797239
IL444,0.09026428481832259
IL445,0.13096855786219688
IL446,-0.06819489881345842
IL447,0.04709632987692567
IL448,0.03559026065780626
IL449,-0.03239391313777182
IL450,0.08757815793731324
IL451,-0.07145823369948417
IL452,-0.020683159176714844
IL453,0.01292123571174167
IL454,0.12951371987889196
IL455,-0.06772103027715545
IL456,-0.02430875361952371
IL457,0.08420266612642048
IL458,-0.2167871568570599
IL459,-0.07913029820873864
IL460,0.151454568205371
IL461,0.08205657955337314
IL462,-0.06630050737741275
IL463,0.19182531169105013
IL464,0.031221878611286044
IL465,-0.09815833958961928
IL466,0.01406339438068266
IL467,0.28466720019145886
IL468,0.2925904287673903
IL469,0.24737565075119924
IL470,0.3740778875874843
IL471,0.29488839576138043
IL472,0.3892658543938801
IL473,0.4781646538987096
IL474,0.07576688701749806
IL475,0.17021914841426664
IL476,0.09611785302703132
IL477,-0.037230423217576185
IL479,0.10204691488659269
IL480,-0.08441056941628923
IL481,0.3236981410292858
IL482,0.3086580724298202
IL483,0.19459740391318184
IL484,1.2494445120403326
IL485,0.17167783785470458
IL486,0.1531206921684166
IL488,0.2085590874338737
IL489,0.21578747055926722
IL490,0.04068914256382064
IL491,0.24002392688397758
IL492,0.24351154789848325
IL493,0.28413509179824004
IL494,0.5049242463316432
IL495,0.09569683319164043
IL496,-0.23547816458130194
IL497,0.11345540906696731
IL498,0.04524759547251186
IL500,0.1474057029872584
IL502,0.22462085330281872
IL503,0.2874518767309849
IL504,0.3543311999882105
IL505,0.0397696918574185
IL506,-0.05984709923962226
IL507,-0.0604278903085549
IL508,0.1008295078341257
IL509,0.4604380505442496
IL511,0.0011959103934300313
IL512,-0.02498116640222985
IL513,-0.19253931226183707
IL514,0.2626735821579925
IL515,0.23322732016759937
IL516,0.13009422780810437
IL517,-0.030293917194944724
IL518,-0.05678201000388619
IL519,0.25224752442274345
IL520,0.18222509475144946
IL521,-0.08628398067868118
IL522,0.23188085699653785
IL523,0.2839376729699233
IL524,0.24583075307655955
IL525,0.011564628985252475
IL526,0.28890293356646346
IL527,0.06506963915055412
IL528,0.22738326057623762
IL529,0.09607977766189552
IL530,0.014966967021314968
IL531,0.16367618672843637
IL532,0.1527843323463955
IL533,0.29760189711265145
IL535,0.1146674187260517
IL536,0.2325983454620841
IL537,0.02328385520325093
IL538,-0.19081597546996573
IL539,0.24886493785816266
IL540,-0.12611728052854415
IL541,-0.10481009136754108
IL542,-0.030844091022941812
IL543,0.2675759528816112
IL544,0.06880150968486658
IL545,0.10309241278849209
IL546,0.04119334664712728
IL547,0.0306584402023842
IL548,-0.03957613554865791
IL549,0.1151378641548248
IL550,-0.10812614895970193
IL551,0.17815629785461123
IL552,0.10289717495323147
IL553,0.47608954622077193
IL554,-0.19033563964456326
IL555,0.07569707229258682
IL556,0.1759083542172659
IL557,0.10074727380552784
IL558,0.24101970695448455
IL559,0.12420715606321737
IL560,0.08014557692092922
IL561,-0.4983350941362315
IL562,-0.21298815369348875
IL563,0.029227481437736697
IL564,0.087761634350173
IL565,0.01850357272675846
IL566,-0.029854994936786554
IL567,-0.07058814808587775
IL568,-0.06981579606828874
IL569,0.3280008370296911
IL570,0.167055513665263
IL571,0.550712080615362
IL572,0.02503027976082682
IL573,0.042749614819643504
IL574,0.017444565479219767
